"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 10 12:20:51 BDT 2024","Mon Jun 10 12:21:13 BDT 2024","21611","All Test Suite","C:/Users/user/IdeaProjects/WebAutomationRokomari/src/test/java/testcases/TestCase.java","testcases.TestCase","testcases.TestCase","testFeatures","testFeatures","Test some essential features"
